	close	high	low	open	date	volume
5632	0.001701	0.001701	0.00170091	0.00170091	2017-10-30T07:05:00	184.04024826
5633	0.001701	0.001701	0.001701	0.001701	2017-10-30T07:10:00	28.96071073
5634	0.00170306	0.00170306	0.001701	0.001701	2017-10-30T07:15:00	279.0011812
5635	0.00170728	0.00170728	0.00170395	0.00170395	2017-10-30T07:20:00	2390.27012666
5636	0.0017045	0.00170814	0.00170395	0.00170812	2017-10-30T07:25:00	691.06437855
5637	0.00170835	0.00170835	0.00170814	0.00170814	2017-10-30T07:30:00	869.39600648
5638	0.0017045	0.00170996	0.0017045	0.0017085	2017-10-30T07:35:00	1457.2340698
5639	0.00170102	0.00170996	0.00170102	0.00170451	2017-10-30T07:40:00	966.92052583
5640	0.00169	0.00170395	0.00169	0.00170102	2017-10-30T07:45:00	1016.63041322
5641	0.00169	0.00169	0.00169	0.00169	2017-10-30T07:50:00	109.56727318
5642	0.00170337	0.00170337	0.00169	0.00169	2017-10-30T07:55:00	598.73433665
5643	0.00170337	0.00170434	0.00170337	0.00170351	2017-10-30T08:00:00	107.33879771
5644	0.00170337	0.00170337	0.00169001	0.001695	2017-10-30T08:05:00	84.29099045
5645	0.0017	0.0017	0.0017	0.0017	2017-10-30T08:10:00	2.0
5646	0.00169007	0.00170333	0.00169007	0.00169007	2017-10-30T08:15:00	610.32869332
5647	0.00169901	0.00170333	0.001699	0.001699	2017-10-30T08:20:00	518.66234234
5648	0.00169901	0.00169901	0.00169008	0.00169901	2017-10-30T08:25:00	482.74957042
5649	0.00169902	0.0017	0.00169902	0.00169902	2017-10-30T08:30:00	389.26644916
5650	0.00169909	0.00170478	0.00169908	0.00170333	2017-10-30T08:35:00	1201.3295743
5651	0.00170478	0.00170723	0.00169909	0.00169909	2017-10-30T08:40:00	1057.67144865
5652	0.00170728	0.00170728	0.00170723	0.00170723	2017-10-30T08:45:00	4.65803911
5653	0.0017048	0.00170726	0.0017048	0.00170726	2017-10-30T08:50:00	503.50076285
5654	0.0017001	0.0017048	0.0017001	0.0017048	2017-10-30T08:55:00	992.36966011
5655	0.0017001	0.00170478	0.0017001	0.0017001	2017-10-30T09:00:00	67.1463705
5656	0.00169919	0.00170478	0.00169919	0.00170478	2017-10-30T09:05:00	338.84565764
5657	0.00169919	0.00169919	0.00169919	0.00169919	2017-10-30T09:10:00	211.92678846
