TimeStamp,CoinName,OrderType,Price,OrderUuid
2017-10-10T14:16:34.483,BTC-XLM,LIMIT_BUY,0.09999999,6c43c4f3-dd70-4476-bac1-fd7083895951
2017-10-10T13:40:45.803,BTC-XVG,LIMIT_BUY,0.09999999,cef8f5f6-59d1-49c6-9c94-c7993da9a302
2017-10-10T06:54:22.067,BTC-SC,LIMIT_SELL,0.10361445,6e2ae38c-5f7e-460b-aae0-3271b84de5d3
2017-10-10T06:33:48.597,BTC-DGB,LIMIT_SELL,0.10086956,d9e10d25-0d27-46ed-a938-cc36ca80e924
2017-10-10T05:04:43.793,BTC-SC,LIMIT_BUY,0.09999999,6481f408-245a-4389-a9c6-cc8ceca7d110
2017-10-10T04:50:36.963,BTC-DGB,LIMIT_BUY,0.09999999,936cb783-4c63-4c61-b7bc-2125c8a7c131
2017-10-10T04:45:41.943,BTC-XVG,LIMIT_SELL,0.09736842,a90217f0-4767-4015-a9fb-9313ae41cb98
2017-10-10T04:03:40.74,BTC-MCO,LIMIT_SELL,0.09637373,1bb79bf8-d695-43c8-a8f6-80b151dde091
2017-10-10T03:14:20.767,BTC-MCO,LIMIT_BUY,0.09999508,7eadb731-7002-4ac4-9f11-4f784d484ef2
2017-10-10T02:26:04.04,BTC-XVG,LIMIT_BUY,0.09999999,c5672781-3a3e-48c4-a68d-a297e1735f78
2017-10-10T01:27:24.2,BTC-OK,LIMIT_SELL,0.1007488,1e45e9d7-8f50-4af2-9843-207300d7ba50
2017-10-10T01:27:50.95,BTC-LSK,LIMIT_SELL,0.10096533,3477fc92-6114-436a-94cd-0e928175b3a3
2017-10-10T01:22:04.767,BTC-OK,LIMIT_BUY,0.09999999,ff27300d-345b-4d1c-b1b9-41440da01e37
2017-10-10T01:09:33.137,BTC-LSK,LIMIT_BUY,0.09999999,63f2a2f9-4e1e-412e-aeaa-a8d131a1d716
2017-10-10T01:10:27.87,BTC-DGB,LIMIT_SELL,0.10088105,fa5b9d72-0924-47fd-93d4-eb45c100c9ff
2017-10-10T00:52:21.363,BTC-DGB,LIMIT_BUY,0.09999999,8c0177b0-40fd-4a47-a5fe-e5e8df5d03ec
2017-10-09T21:22:05.87,BTC-DGB,LIMIT_SELL,0.01957278,da9ad354-0306-488a-a656-218a399d659b
2017-10-09T21:08:08.237,BTC-DGB,LIMIT_BUY,0.01907091,c6538dfa-c0fa-4460-a357-df2394254858
2017-10-09T21:20:59.31,BTC-LSK,LIMIT_SELL,0.0373981,63240c74-ab4f-4947-9fb1-f4286917fd7f
2017-10-09T21:13:27.397,BTC-LSK,LIMIT_BUY,0.0371051,bc86c230-efd2-472a-ab4a-79356cef17df
2017-10-09T20:44:30.417,BTC-OK,LIMIT_SELL,0.26689971,c2ad32af-9cf3-4893-9700-041aaa0abe32
2017-10-09T20:39:09.3,BTC-OK,LIMIT_BUY,0.1217083,a899ea15-b380-44bc-b72d-db8e72ef99ce
2017-10-09T20:35:54.907,BTC-OK,LIMIT_BUY,0.04987,586a27f0-d2fc-418d-95b7-79ce3bab44d2
2017-10-09T20:36:11.89,BTC-OK,LIMIT_BUY,0.09962381,9c2bead5-2a7e-41e1-9979-c4dd84f5879b
2017-10-09T18:29:02.877,BTC-OK,LIMIT_SELL,0.1779414,a00cd3a8-21a9-46a1-99bf-d51629427464
